DIRECTORIO;SECUENCIA_P;ORDEN;ESTRATEGIAS;EST_RADIO;EST_TELEVISION;EST_PLATAFORMAS;EST_GUIAS;EST_VISITA;EST_LLAMADA;ESCUCHA_RADIO;P1077S7;P1077S8;P1075;P1077S21;P1077S22;P1077S23;CELULAR_INTELIGENTE;P5305;CELULAR
7335230;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335230;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335231;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;1;1;2;1
7335232;1;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335232;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335240;1;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335249;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335257;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335258;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335258;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335263;1;3;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7335268;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335283;1;5;1;2;2;2;1;2;2;1;2;1;1;2;1;2;1;2;1
7335284;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335292;1;2;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335297;1;5;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335300;1;2;1;2;2;1;1;2;2;1;2;1;2;2;1;2;1;2;1
7335311;1;3;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2
7335325;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335326;1;5;2; ; ; ; ; ; ;1;2;1;1;2;2;2;1;2;1
7335332;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335334;1;4;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7335336;1;3;1;2;2;1;1;2;1;1;2;1;1;2;1;2;1;2;1
7335338;1;3;1;2;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1
7335339;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7335351;3;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335364;1;2;2; ; ; ; ; ; ;2;1;2;2;2;1;2;1;2;1
7335364;1;3;1;2;2;1;1;2;2;1;1;2;2;2;1;2;1;2;1
7335370;1;6;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335370;1;7;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335371;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335372;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335372;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335379;1;3;1;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1
7335379;1;4;2; ; ; ; ; ; ;2;1;1;2;2;2;2;1;2;1
7335381;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335381;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335381;1;5;1;1;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335382;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335385;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335385;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335412;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;1;1;2;1
7335412;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;1;1;2;1
7335414;1;3;2; ; ; ; ; ; ;2;1;2;2;1;2;2;1;2;1
7335415;1;4;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;1;1
7335416;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;1;1;2;1
7335416;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;1;1;2;1
7335419;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335419;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335429;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2
7335432;1;3;1;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7335432;1;4;1;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7335436;1;2;1;1;2;1;1;2;2;2;2;1;1;1;2;1;1;2;1
7335436;1;3;1;1;2;1;1;2;2;2;2;1;1;1;2;1;1;2;1
7335438;1;3;2; ; ; ; ; ; ;2;1;2;2;1;2;2;1;2;1
7335440;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335446;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7335447;1;4;1;2;2;1;1;2;2;2;2;1;2;2;1;1;1;2;1
7335447;1;5;1;2;2;1;1;2;2;1;2;1;2;2;1;1;1;2;1
7335448;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335452;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;1;1
7335453;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335456;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335456;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335458;1;4;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7335461;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;2;1;2;1
7335461;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335463;1;2;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7335465;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335466;1;2;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7335468;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335468;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335468;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335469;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7335471;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7335472;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335477;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7335478;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;1;1;2;1
7335479;1;6;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335481;1;3;1;2;2;1;1;2;1;2;1;2;2;2;2;2;1;2;1
7335482;1;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1
7335482;1;4;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1
7335486;1;7;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7335488;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335488;1;4;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335491;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335492;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335492;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7335492;1;5;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335493;1;3;1;2;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1
7335493;1;4;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1
7335499;1;4;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335499;1;5;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1
7335500;1;5;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1
7335501;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335502;1;4;1;2;1;1;1;1;1;1;1;2;1;2;1;1;1;2;1
7335502;1;6;1;2;2;1;1;2;2;1;1;2;1;2;1;1;1;2;1
7335503;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335505;1;5;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335506;1;3;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2
7335508;1;2;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335508;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335509;1;3;1;2;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1
7335515;1;3;1;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1
7335518;1;6;1;2;2;1;1;1;1;1;2;1;1;2;2;2;1;2;1
7335519;1;8;1;2;2;1;1;1;1;2;1;2;1;2;2;2;1;2;1
7335525;1;4;1;2;2;1;1;1;1;1;1;2;1;2;2;2;1;2;1
7335527;1;3;1;2;2;2;1;2;2;1;2;1;1;1;2;2;1;2;1
7335530;1;8;1;2;2;1;1;1;1;1;1;2;1;2;2;2;1;2;1
7335532;1;2;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7335532;1;3;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1
7335534;1;3;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1
7335534;1;4;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1
7335534;1;5;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1
7335538;1;3;1;2;2;1;1;1;1;1;2;1;1;2;2;2;1;2;1
7335545;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7335546;1;3;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1
7335550;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335550;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335551;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335551;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335551;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335552;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7335555;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335555;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335558;1;4;1;1;2;1;1;2;2;1;1;2;1;2;2;2;2;2;1
7335560;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7335563;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335564;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335566;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7335568;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335572;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335572;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335576;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335576;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335576;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335579;1;4;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7335579;1;5;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7335581;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335581;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335592;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7335592;1;4;1;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335593;1;3;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7335595;1;3;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7335596;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335603;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335604;1;3;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1
7335607;1;4;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1
7335607;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335608;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7335613;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335614;1;5;1;1;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7335632;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335632;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335632;1;5;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335633;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335633;1;4;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335635;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335638;1;2;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2
7335638;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2
7335642;1;2;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7335644;1;4;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335644;1;5;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335646;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335646;1;4;1;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1
7335648;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335650;1;3;1;2;2;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7335650;1;4;1;2;2;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7335652;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335653;1;3;1;2;2;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7335653;1;4;1;2;2;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7335653;1;7;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335656;1;3;1;1;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7335656;1;4;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7335658;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2
7335659;1;4;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7335660;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335662;1;3;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1
7335663;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335666;1;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;2;1
7335669;1;3;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2
7335669;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7335669;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7335670;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7335670;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335670;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335672;1;3;1;2;2;2;1;2;1;2;1;2;2;2;2;2;1;2;1
7335673;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335673;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335674;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335674;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335675;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335675;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335677;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335677;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335679;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335679;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335679;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335681;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335684;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335687;1;4;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7335688;1;4;1;2;2;2;1;2;1;2;1;2;2;2;2;2;1;2;1
7335693;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7335694;1;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1
7335695;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335695;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335697;1;4;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7335697;1;5;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7335699;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335699;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335700;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335700;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335700;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335703;1;6;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7335703;1;7;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335705;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7335705;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335705;1;6;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7335708;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335708;1;6;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335708;1;7;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335709;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335710;1;4;1;2;1;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335713;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7335713;1;6;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7335715;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335716;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335717;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335720;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335720;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335722;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335724;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335724;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335724;1;8;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335725;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7335736;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335739;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335740;1;6;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335740;1;7;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335741;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335747;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335747;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7335748;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335752;1;4;2; ; ; ; ; ; ;2;2;1;1;1;2;1;1;2;1
7335752;1;5;1;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;1
7335753;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335753;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335755;1;3;2; ; ; ; ; ; ;2;2;1;1;2;2;1;1;2;1
7335756;1;3;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335756;1;5;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335756;1;6;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335756;1;8;1;2;1;1;2;2;2;2;2;1;1;2;2;2;1;2;1
7335756;1;9;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7335758;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7335758;1;4;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335759;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;1
7335760;1;3;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;2;1
7335763;1;4;1;2;2;1;1;2;1;1;2;1;1;2;2;2;1;2;1
7335766;1;3;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7335767;1;5;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7335768;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7335769;1;5;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7335770;1;4;1;2;2;1;1;2;2;2;1;2;1;2;2;1;1;2;1
7335770;1;5;1;2;2;1;1;2;2;2;1;2;1;2;2;1;1;2;1
7335771;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335772;1;5;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335772;1;6;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335777;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335780;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;1;1
7335780;1;4;1;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;1
7335782;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335782;1;4;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7335783;1;4;2; ; ; ; ; ; ;2;1;2;1;1;2;2;1;2;1
7335783;1;5;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7335784;1;4;1;2;2;1;1;2;1;2;1;2;1;2;2;2;1;2;1
7335786;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335786;1;4;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7335787;1;3;1;2;2;1;1;2;1;2;1;2;1;2;2;2;1;2;1
7335789;1;3;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;1;1
7335790;1;3;1;2;1;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7335794;1;4;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;1;1
7335797;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335797;1;5;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335802;1;4;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335802;1;5;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7335803;1;5;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;1;1
7335807;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335807;1;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335807;1;7;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335812;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7335818;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335819;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7335819;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335819;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335822;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335825;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7335825;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7335825;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7335827;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7335827;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7335829;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7335829;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7335830;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7335838;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
7335846;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7335849;1;3;2; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;1
7335849;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7335849;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335849;1;6;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7335856;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335857;1;4;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7335859;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7335860;1;4;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7335860;1;5;1;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7335865;1;3;1;2;2;2;1;2;2;1;2;1;1;2;1;1;1;2;1
7335871;2;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335879;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335879;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335879;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335880;1;5;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335883;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7335883;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335883;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335883;1;6;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335884;1;3;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335884;1;4;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7335884;1;5;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7335886;1;3;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7335886;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
