DIRECTORIO;SECUENCIA_P;ORDEN;ESTRATEGIAS;EST_RADIO;EST_TELEVISION;EST_PLATAFORMAS;EST_GUIAS;EST_VISITA;EST_LLAMADA;ESCUCHA_RADIO;P1077S7;P1077S8;P1075;P1077S21;P1077S22;P1077S23;CELULAR_INTELIGENTE;P5305;CELULAR
7247951;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7247953;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7247953;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7247955;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7247955;1;5;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7247959;1;2;1;2;2;2;1;2;2;2;2;1;1;2;1;2;1;2;1
7247959;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7247967;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7247969;1;4;1;2;2;2;2;2;1;2;2;1;1;2;1;2;1;2;1
7247969;1;5;1;1;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7247969;1;6;1;1;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7247970;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7247970;1;4;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1
7247971;1;3;1;1;2;1;1;2;2;2;2;1;2;2;2;1;1;2;1
7247974;1;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;2;1
7247979;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;1;1;2;1
7247981;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7247981;1;4;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7247981;1;5;1;2;2;2;2;2;1;2;1;2;1;2;2;2;1;2;1
7247986;1;4;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;2;1
7247992;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7247992;1;4;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7247995;1;3;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7247996;1;4;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;1;1
7247997;1;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7247997;1;3;1;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1
7247997;1;5;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7247998;1;2;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;1;1
7247998;1;6;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;1;1
7248001;1;3;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;1;1
7248009;1;8;1;2;2;1;1;2;1;1;1;2;2;2;2;2;1;2;1
7248010;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7248010;1;4;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7248012;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7248013;1;2;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7248021;1;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7248024;1;4;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7248026;1;3;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248026;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248027;1;3;2; ; ; ; ; ; ;2;1;2;2;2;1;1;1;2;1
7248032;1;3;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1
7248034;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;2;1;2;1
7248038;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248038;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248038;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248043;2;3;1;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248046;1;4;1;2;2;1;1;1;1;1;2;1;1;2;1;2;1;2;1
7248049;1;2;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;2;1
7248050;1;4;2; ; ; ; ; ; ;2;1;1;1;1;1;2;1;2;1
7248055;1;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7248056;1;4;1;2;2;1;1;2;2;2;1;2;1;2;2;1;1;2;1
7248058;1;4;1;2;1;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7248064;1;6;2; ; ; ; ; ; ;2;1;1;1;2;1;2;1;2;1
7248064;1;7;2; ; ; ; ; ; ;2;1;1;1;2;1;2;1;2;1
7248065;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7248065;1;4;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7248065;1;5;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7248065;2;3;2; ; ; ; ; ; ;2;2;2;1;2;2;1;1;2;1
7248065;2;4;2; ; ; ; ; ; ;2;2;2;1;2;2;1;1;2;1
7248069;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248071;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248071;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248072;1;3;1;1;2;2;1;2;2;2;1;2;1;2;1;2;1;2;1
7248072;1;4;1;1;2;2;1;2;2;2;1;2;1;2;1;2;1;2;1
7248075;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7248077;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7248077;1;4;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7248083;1;3;1;1;2;2;1;2;2;1;1;2;1;2;2;2;1;2;1
7248086;1;5;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;2;1
7248087;1;3;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7248087;1;4;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7248088;1;6;2; ; ; ; ; ; ;2;1;2;2;2;1;2;1;2;1
7248090;1;8;1;1;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7248092;1;4;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7248096;1;3;1;2;2;2;1;2;2;2;1;2;2;2;1;2;1;2;1
7248103;1;6;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248105;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7248107;1;3;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7248107;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7248110;1;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1
7248111;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248120;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248120;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248124;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248124;2;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248127;1;4;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248127;1;5;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248127;1;6;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248128;1;3;1;2;2;1;2;2;2;2;2;1;1;2;1;2;1;2;1
7248145;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1
7248146;1;3;1;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;1
7248148;1;3;2; ; ; ; ; ; ;2;2;1;1;1;1;1;1;1;1
7248151;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7248153;1;3;2; ; ; ; ; ; ;1;2;1;1;2;1;1;1;1;1
7248172;1;2;1;2;2;1;1;2;2;1;1;2;1;1;1;2;1;2;1
7248172;1;3;1;2;2;1;1;2;2;1;1;2;1;1;1;2;1;2;1
7248175;1;3;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7248175;1;4;1;2;2;1;2;2;2;1;2;1;1;2;1;2;1;2;1
7248177;1;3;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248179;1;3;1;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248180;1;3;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7248196;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;2;1
7248196;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;1;1;2;1
7248197;1;4;1;2;1;1;1;2;2;2;1;1;1;2;1;2;1;2;1
7248198;1;4;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1
7248199;1;3;1;2;2;1;1;2;2;1;1;2;1;2;1;2;2;2;1
7248202;1;4;2; ; ; ; ; ; ;1;1;2;1;2;1;1;1;1;1
7248208;1;4;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1
7248219;1;3;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1
7248219;1;4;2; ; ; ; ; ; ;1;1;2;1;1;2;2;1;2;1
7248226;1;3;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7248240;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;2;1;2;1
7248240;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248240;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248242;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7248242;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7248243;1;4;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1
7248243;1;5;2; ; ; ; ; ; ;2;1;1;1;1;2;2;1;2;1
7248245;1;3;1;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1
7248245;1;4;2; ; ; ; ; ; ;2;1;1;2;2;2;2;1;2;1
7248247;1;3;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;2;1
7248247;1;4;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;2;1
7248248;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7248257;1;3;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7248258;1;3;1;2;2;1;1;2;1;2;2;1;2;2;2;2;1;2;1
7248262;1;5;2; ; ; ; ; ; ;1;1;1;1;1;2;2;1;2;1
7248267;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7248269;1;2;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248273;1;4;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7248273;1;5;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7248275;1;3;1;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7248276;1;2;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7248277;1;4;2; ; ; ; ; ; ;2;1;2;1;2;1;2;1;2;1
7248278;1;2;1;2;2;1;1;2;2;2;1;2;2;2;1;2;1;2;1
7248278;1;3;2; ; ; ; ; ; ;2;1;2;2;2;1;2;1;2;1
7248280;1;3;1;2;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248280;1;4;1;2;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248281;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248282;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;1
7248285;1;2;1;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;1
7248290;1;5;1;2;2;1;1;2;2;1;2;1;1;2;2;2;1;2;1
7248290;1;6;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7248294;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248294;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248294;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248305;1;3;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7248307;1;2;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7248316;1;4;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248316;1;7;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248318;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7248318;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7248320;1;3;1;2;2;1;1;2;2;1;2;1;2;1;2;2;1;2;1
7248320;1;4;1;2;2;1;1;2;2;1;2;1;2;1;2;2;1;2;1
7248323;1;6;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248330;1;4;2; ; ; ; ; ; ;1;2;1;1;2;1;2;1;2;1
7248330;1;5;2; ; ; ; ; ; ;1;2;1;1;2;1;2;1;2;1
7248332;1;3;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7248332;1;4;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7248335;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248335;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248336;1;2;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7248340;1;3;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1
7248340;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248340;1;8;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248341;1;3;1;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1
7248341;1;4;1;2;2;2;1;2;2;1;2;1;1;1;2;2;1;1;1
7248342;1;2;1;2;2;1;1;1;1;2;1;2;1;2;2;2;1;1;1
7248355;1;3;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7248359;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1
7248359;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1
7248362;1;3;1;2;2;1;2;2;2;1;2;1;2;2;1;2;1;2;1
7248362;1;4;1;2;2;1;2;2;2;1;2;1;2;2;1;2;1;2;1
7248372;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248372;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248375;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7248376;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248377;1;4;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248377;1;5;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7248389;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7248391;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248391;1;6;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248391;1;7;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248391;1;8;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248392;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248392;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248397;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248400;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248401;1;3;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7248404;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248407;1;4;1;2;1;1;1;2;2;1;2;1;2;2;2;2;2;2;1
7248407;1;6;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;1
7248413;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;1
7248417;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248421;1;3;1;2;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248421;1;4;2; ; ; ; ; ; ;2;1;2;1;2;1;2;1;2;1
7248422;1;3;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;2;1
7248425;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7248425;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7248432;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248432;1;4;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248435;1;2;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1
7248435;1;3;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7248441;1;2;1;2;2;1;2;2;2;1;1;1;1;2;2;2;1;1;1
7248441;1;3;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1
7248444;1;5;1;1;1;1;1;2;2;1;2;1;1;1;1;2;1;2;1
7248446;1;4;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248446;1;5;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248447;1;4;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7248448;1;3;1;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1
7248448;1;4;1;1;1;1;1;2;2;1;2;1;1;1;2;2;1;1;1
7248450;1;3;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248453;1;3;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7248453;1;4;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7248456;1;2;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248457;1;4;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;2;1
7248458;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248460;1;3;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7248462;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248462;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248462;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7248462;1;6;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248463;1;3;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248472;1;4;1;2;2;2;1;2;2;2;2;1;1;2;1;2;1;2;1
7248475;1;2;1;2;2;2;1;2;2;1;2;1;1;2;2;2;1;2;1
7248475;1;3;1;2;2;2;1;2;2;1;2;1;1;2;2;2;1;2;1
7248476;1;4;1;2;2;2;1;2;2;2;1;2;2;2;1;2;1;2;1
7248477;1;3;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;1
7248479;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7248479;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7248480;1;4;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;2;1
7248480;1;5;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;1
7248481;1;3;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7248483;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248490;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7248495;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7248500;1;3;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7248500;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7248502;1;3;1;2;2;1;2;2;2;2;1;1;1;2;1;2;1;2;1
7248503;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1
7248507;1;3;2; ; ; ; ; ; ;2;2;1;1;1;1;1;1;1;1
7248507;1;4;1;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1
7248510;1;2;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1
7248511;1;3;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7248512;1;4;1;2;2;1;2;2;2;2;2;1;1;2;1;2;1;2;1
7248517;1;2;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;2;1
7248518;1;4;1;2;2;1;1;2;2;1;2;1;1;2;1;1;1;2;1
7248523;1;2;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7248542;1;6;1;2;2;1;1;2;2;1;2;1;1;1;2;2;1;2;1
7248543;1;4;1;1;2;1;1;2;2;1;1;2;2;2;1;2;1;2;1
7248549;1;4;2; ; ; ; ; ; ;1;1;2;1;2;1;2;1;2;1
7248551;1;5;1;1;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7248555;1;2;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248562;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7248565;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7248566;1;4;2; ; ; ; ; ; ;2;1;2;1;2;1;2;1;2;1
7248571;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248576;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248590;1;3;1;1;1;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7248594;1;5;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248595;1;3;1;1;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248599;1;3;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248599;1;4;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248605;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248611;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7248617;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1
7248617;1;3;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1
7248626;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248627;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248627;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248636;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7248636;1;4;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7248638;1;3;1;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248639;1;3;1;2;1;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248639;1;4;1;2;1;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248645;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248646;1;4;1;2;2;2;1;2;2;1;2;1;1;2;2;2;1;2;1
7248646;1;5;1;2;2;2;1;2;2;1;2;1;1;2;2;2;1;2;1
7248649;1;4;1;2;2;2;1;2;2;1;1;2;1;2;1;2;1;2;1
7248653;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248659;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7248659;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7248659;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7248662;1;2;1;2;2;2;1;2;2;1;1;2;1;2;2;2;1;2;1
7248668;1;4;1;1;2;1;1;2;2;1;1;2;2;2;1;2;2;2;1
7248671;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248672;1;4;1;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;1
7248672;1;5;1;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;1
7248672;1;6;1;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;1
7248677;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7248677;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7248678;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248681;1;3;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7248681;1;4;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7248681;1;5;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7248682;1;2;1;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;1
7248685;1;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7248686;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7248690;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7248691;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248695;1;5;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248695;1;6;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248698;1;2;1;2;2;1;2;2;2;1;1;2;1;2;2;2;1;2;1
7248700;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7248706;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7248709;1;3;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1
7248714;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1
7248714;1;4;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1
7248719;1;3;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7248721;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248721;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248721;1;5;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7248722;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248728;1;2;1;2;2;1;1;2;2;1;2;1;2;1;2;2;1;2;1
7248734;1;3;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248734;1;4;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248734;1;5;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7248744;1;3;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7248745;1;3;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7248746;1;4;2; ; ; ; ; ; ;2;1;2;1;2;1;2;1;2;1
7248746;1;6;2; ; ; ; ; ; ;2;1;2;1;2;1;2;1;2;1
7248751;1;2;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7248751;1;3;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7248753;1;4;1;1;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248754;1;3;1;1;2;1;1;2;2;1;1;2;1;1;1;2;1;2;1
7248754;1;4;1;1;2;1;1;2;2;1;1;2;1;1;1;2;1;2;1
7248755;1;2;1;1;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248755;1;3;1;1;2;2;1;2;2;1;1;2;1;2;2;2;1;2;1
7248756;2;3;1;1;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7248756;2;4;1;1;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
